Категория;Товар;Цена;"ID валюты";Адрес;Видим;Рекомендуемый;Бренд;Вариант;"Старая цена";Артикул;Склад;"Заголовок страницы";"Ключевые слова";"Описание страницы";Аннотация;Описание;Изображения;Возраст;Материал;Камера;Габарит
Большая;"Детская кроватка-трансформер Гандылян Тереза";801.45;2;detskaya-krovatka-transformer-gandylyan-tereza;1;0;;;;250263468;10;"Детская кроватка-трансформер Гандылян Тереза";;;"<p>Кроватка-трансформер совмещает себе функции кроватки для новорожденных и кровати для дошкольников. Боковое ограждение опускается или снимается. Комод может использоваться в качестве пеленального</p>";"<p>Кроватка-трансформер совмещает себе функции кроватки для новорожденных и кровати для дошкольников. Боковое ограждение опускается или снимается. Комод может использоваться в качестве пеленального столика. Он оснащен тремя объемными выдвижными ящиками с открытыми полочками для мелочей. Ложе может устанавливать на одном из двух уровнях. Два выдвижных ящика для белья. Цвет: натуральный, вишня, орех, махагон, белый, слоновая кость. Размеры кроватки: 67 x 129 х 101 см. Размеры комода: 49.5 x 70 x 70.5 см.</p>";"27-59.jpg, 27-60.jpg, 27-61.jpg, 27-62.jpg, 27-63.jpg";;;;
Большая;"Пароварка BORK FS ECP 98100 BK";378.95;2;parovarka-bork-fs-ecp-98100-bk;1;0;;;;1011310273;10;"Пароварка BORK FS ECP 98100 BK";;;"<p>Общие характеристики</p><p>Количество ярусов 3</p><p>Тип управления электронное</p><p>Максимальная потребляемая мощность 1000 Вт</p><p>Индикация включения есть</p>";"<p>Общие характеристики:</p><p>Количество ярусов 3</p><p>Тип управления электронное</p><p>Максимальная потребляемая мощность 1000 Вт</p><p>Индикация включения есть</p><p>Функции:</p><p>Автоприготовление есть, рецептов - 6</p><p>Термостат есть</p><p>Отсрочка старта есть</p><p>Конструкция</p><p>Материал корпуса пластик</p><p>Материал паровых корзин прозрачный пластик</p><p>Объем резервуара для воды 1.5 л</p><p>Чаша для риса есть, на 1.9 л</p><p>Индикатор уровня воды есть</p><p>Съемные решетки есть</p><p>Дисплей есть</p><p>Долив воды во время приготовления есть</p><p>Особенности:</p><p>Габариты (ШхВхГ) 35x41x25 см</p><p>Вес 2.68 кг</p><p>Длина сетевого шнура 1 м</p>";6-13.jpg;;;;
Большая;"Сэндвичница Eta 3151";151.45;2;sendvichnitsa-eta-3151;1;0;;;;1511017120;10;"Сэндвичница Eta 3151";;;"<p>Сэндвичница мощностью 650 Вт со сменными панелями три в одной - сэндвичница, контактный гриль и вафельница.</p>";"<p>Сэндвичница мощностью 650 Вт со сменными панелями три в одной - сэндвичница, контактный гриль и вафельница. Панели с качественным противопригарным покрытием просто и быстро заменяются, температура автоматически регулируется термостатом. Световая сигнализация для удобства приготовления (красный световой индикатор загорается при подключении к сети, зеленый - при достижении необходимой температуры). Для безопасного использования корпус в теплоизоляционной обшивке, ручки прибора с фиксатором также изолированы и устойчивы к нагреву. Цвет корпуса - черный со вставками из нержавеющей стали.</p>";"10-21.jpg, 10-22.jpg";;;;
Большая;"Электрический чайник Stadler Form SFK.808";346.45;2;elektricheskij-chajnik-stadler-form-sfk808;1;0;;;;1716268135;10;"Электрический чайник Stadler Form SFK.808";;;"<p>Электрочайник емкостью 1.8 литра в стеклянном корпусе с закрытым нагревательным элементом. Стеклянная колба Duran Schott и голубая подсветка превратят процесс закипания воды в волшебное зрелище.</p>";"<p>Электрочайник емкостью 1.8 литра в стеклянном корпусе с закрытым нагревательным элементом. Стеклянная колба Duran Schott и голубая подсветка превратят процесс закипания воды в волшебное зрелище. Мощность 2200 Вт обеспечит быстрое закипание, а центральный контакт - поворот на 360 градусов и удобную эксплуатацию. Чайник оснащен съемным фильтром-сеткой, для безопасного использования предусмотрена блокировка крышки. Основание, ручка и крышка чайника изготовлены из прочного пластика. Электрический шнур убирается в специальный отсек.</p>";"17-31.jpg, 17-32.jpg, 17-33.jpg, 17-34.jpg, 17-35.jpg";;;;
Большая;"Сушилка для овощей и фруктов Energy EN-660";151.45;2;sushilka-dlya-ovoschej-i-fruktov-energy-en-660;1;0;;;;578969464;10;"Сушилка для овощей и фруктов Energy EN-660";;;"<p>Прибор для бережной сушки овощей, фруктов, грибов мощностью 450 Вт. Позволяет сохранять вкусовые качества продуктов, витамины и активные вещества.</p>";"<p>Прибор для бережной сушки овощей, фруктов, грибов мощностью 450 Вт. Позволяет сохранять вкусовые качества продуктов, витамины и активные вещества. 4 съемных поддона, принудительная вентиляция, регулируемый термостат (60°- 75° С). Корпус изготовлен из пластика ABS, что позволяет защитить продукты от разрушительного воздействия солнечного света.</p>";16-30.jpg;;;;
Большая;"Тостер KRUPS FEM2 ToastExpert";173.55;2;toster-krups-fem2-toastexpert;1;0;;;;1712530575;10;"Тостер KRUPS FEM2 ToastExpert";;;"<p>Технические характеристикиМощность 1100 ВтКоличество отделений 2Количество тостов 2Тип управления механическоеРегулировка степени поджаривания есть, 8Кнопка отмены естьОсобенностиПоддон для крошек есть</p>";"<p>Технические характеристикиМощность 1100 ВтКоличество отделений 2Количество тостов 2Тип управления механическоеРегулировка степени поджаривания есть, 8Кнопка отмены естьОсобенностиПоддон для крошек есть</p>";"8-18.jpg, 8-19.jpg";;;;
Большая;"Кофеварка эспрессо KENWOOD ES 471";866.45;2;kofevarka-espresso-kenwood-es-471;1;0;;;;444160035;10;"Кофеварка эспрессо KENWOOD ES 471";;;"<p>Кофеварка эспрессо</p><p>Цвет Красный</p><p>Регулировка Кол-ва чашек, Крепости кофе</p>";"<p>Кофеварка эспрессо</p><p>Цвет Красный</p><p>Регулировка Кол-ва чашек, Крепости кофе</p><p>Индикатор уровня воды</p><p>Резервуар для воды Съёмный</p><p>Давление (бар) 15</p><p>Объём резервуара д/воды 1.5 л</p><p>Потребляемая мощность 1050 Вт</p><p>Дополнительные параметры:</p><p>Используемый кофемолотый / чалды</p><p>Нагреватель TermoGen.</p><p>Система подогрева чашек.</p><p>Подходит для использования фильтров ESE.</p><p>Профессиональный наконечник для вспенивания молока.</p><p>Возможность приготовления капуччино ручное приготовление</p><p>Индикатор контроля температуры.</p><p>Регулятор пара с покрытием SureGrip.</p><p>Съёмный лоток для капель.</p><p>Отсек для хранения шнура.</p>";3-5.jpg;;;;
Большая;"Мобильный телефон HTC Sensation XE";1733.55;2;mobilnyj-telefon-htc-sensation-xe;1;0;;;;309877490;10;"Мобильный телефон HTC Sensation XE";;;"<p>Смартфон, выполненный в форм-факторе моноблок оснащен двухядерным процессором 1.5 ГГц и ОС Android 2.3. 4.3 дюймовый SLCD дисплей с разрешением 540 х 960 пикселей способный отображать до 16 млн. цветов.</p>";"<p>Смартфон, выполненный в форм-факторе моноблок оснащен двухядерным процессором 1.5 ГГц и ОС Android 2.3. 4.3 дюймовый SLCD дисплей с разрешением 540 х 960 пикселей способный отображать до 16 млн. цветов. Встроенная память телефона 4 Гб. Слот для карт памяти формата microSD, microSDНС. Интерфейсы: Вluetooth, USB, Wi-Fi. Встроенный приемник GPS. Встроена 8-ми мегапиксельная камера с автофокусом, светодиодной вспышкой и функцией записи видео. Аудио разъем 3.5 мм. Аккумулятор емкостью 1730 мАч обеспечивает работу до 9 часов в режиме разговора, до 540 часов в режиме ожидания.</p>";"72-126.jpg, 72-127.jpg, 72-128.jpg, 72-129.jpg";;;;
Большая;"Радиотелефон Dect Panasonic KX-TG8286";589.55;2;radiotelefon-dect-panasonic-kx-tg8286;1;0;;;;1755532483;10;"Радиотелефон Dect Panasonic KX-TG8286";;;"<p>Комплектация база, две трубки. Радиус действия в помещении / на открытой местности 50 / 300 м.</p>";"<p>Комплектация база, две трубки. Радиус действия в помещении / на открытой местности 50 / 300 м. Цифровой автоответчик, на 40 минут. Память последних 10 набранных номеров. Полифонические мелодии 20. Автодозвон, будильник, блокировка клавиатуры от случайного нажатия, разъем для гарнитуры. Ночной режим, избирательный звонок, тип дополнительных трубок KX-TGA828. Дисплей на базовом блоке, на трубке (цветной). Подсветка кнопок на трубке. Возможность настенного крепления. Наборное поле на базе. АОН/Caller ID, журнал на 50 номеров. Громкая связь (спикерфон). Внутренняя связь (интерком) между несколькими трубками. Конференц-связь (между базой, трубкой/трубками и внешним абонентом).</p>";"80-142.jpg, 80-143.jpg";;;;
Большая;"Электрорубанок Metabo Ho Е 0983";1168.05;2;elektrorubanok-metabo-ho-e-0983;1;0;;;;1299197073;10;"Электрорубанок Metabo Ho Е 0983";;;"<p>Упор направляющей для наклонного строгания под углом до 45 градусов, поворотный патрубок для выталкивания стружки.</p>";"<p>Упор направляющей для наклонного строгания под углом до 45 градусов, поворотный патрубок для выталкивания стружки. Пониженное число оборотов для уменьшение шума на холостом ходу, полноволновая электроника для равномерного строгания, надежный прочный рубанок с длинной подошвой для широкого спектра применения. Твердосплавные ножи, легкая замена ножа благодаря кассетной системе, бесступенчатая регулировка глубины строгания и глубины фальца, плоско-фрезерованная подошва рубанка из алюминиевого литья под давлением.</p>";71-125.jpg;;;;
Большая;"Бензопила цепная Stihl MS 660";2383.55;2;benzopila-tsepnaya-stihl-ms-660;1;0;;;;156197426;10;"Бензопила цепная Stihl MS 660";;;"<p>Очень мощная пила, расчитана на экстремальные нагрузки, крайне прочна.</p>";"<p>Очень мощная пила, расчитана на экстремальные нагрузки, крайне прочна. Превосходно подходит для эффективной рубки толстомерного леса. Боковое устройство натяжения цепи, компенсатор, замок для бака, не требующий инструмента, декомпрессионный клапан.</p>";61-112.jpg;;;;
"С переводом";"Гладильная доска Gimi Temper Drop";65.00;2;ironing-board-gimi-temper-drop;1;;;;;7160851;10;"Гладильная доска Gimi Temper Drop";;;"<p>Гладильная доска имеет специальное место для утюга. Ножки из крашеной стальной трубки (диаметром 22 и 32 мм) овальной в сечении, что даёт дополнительную устойчивость.</p>";"<p>Гладильная доска имеет специальное место для утюга. Ножки из крашеной стальной трубки (диаметром 22 и 32 мм) овальной в сечении, что даёт дополнительную устойчивость. Держатель для электрического кабеля от утюга. Чехол гладильной доски из 100 % хлопка с подкладкой из мягкого нетканого материала. Поверхность гладильной доски выполнена в виде сетки, что позволяет свободно пропускать пар от утюга. Форма стола скошенная для удобного разглаживания белья в труднодоступных местах. Гладильная доска легко складывается, занимает мало места в сложенном состоянии. Большая рабочая поверхность гладильной доски позволяет гладить не только рубашки, мужские брюки, но и постельное бельё. Высота гладильной доски может свободно регулироваться. Устойчива и прочна.</p>";41-92.jpg;;;;
"С переводом";"Электрокамин Dimplex Mozart";700.00;2;electric-fireplace-dimplex-mozart;1;;;;;523202222;10;"Электрокамин Dimplex Mozart";;;"<p>Электрический очаг с порталами в сборе эффектом пламени Optiflame. Регулируемая мощность обогрева 1-2 кВт. Возможность работы без обогрева. Цвет портала - белый.</p>";"<p>Электрический очаг с порталами в сборе эффектом пламени Optiflame. Регулируемая мощность обогрева 1-2 кВт. Возможность работы без обогрева. Цвет портала - белый.</p>";43-94.jpg;;;;
"С переводом";"Видеоняня Motorola MBP 35";198.00;2;motorola-mbp-35-remote-wireless-video-baby-monitor;1;;;;;994570555;10;"Видеоняня Motorola MBP 35";;;"<p>Цифровая видео-радионяня с большим 3.5 дюймовым LCD дисплеем. Режим ночного видения. Режим сна для сохранения заряда.</p>";"<p>Цифровая видео-радионяня с большим 3.5 дюймовым LCD дисплеем. Режим ночного видения. Режим сна для сохранения заряда. Большая зона приема с предупреждением о выходе из зоны приема. Позволяет присматривать за ребенком на расстоянии до 150 метров. Чистый звук с индикатором громкости. Цифровой термометр. Высокочувствительный микрофон. Связь в обе стороны. Пять колыбельных. Заряжаемый аккумулятор./p></p>";36-81.jpg;;;;
"С переводом";"Универсальная коляска LONEX Classic Retro";432.00;2;stroller-lonex-classic-retro;1;;;;;1837050903;10;"Универсальная коляска LONEX Classic Retro";;;"<p>Универсальная коляска с люлькой из натуральной лозы для детей до 6 месяцев.</p>";"<p>Универсальная коляска с люлькой из натуральной лозы для детей до 6 месяцев. Коляска состоит из съемной люльки и прогулочного блока. Ресорная амортизация на 4-х колесах. Колеса на выбор: диаметр 40 см - резиновые повышенной износостойкости не надувные, диаметр 36 см - надувные. Диски хромированные. Прогулочный блок устанавливается на шасси в двух направлениях - лицом к себе или от себя. Спинка регулируется в 4-х положениях до горизонтального. Имеются пятиточечные ремни безопасности с мягкими накладками и ограничительный бампер. Регулируемая подножка. В комплект входит утепленный чехол на ножки, корзина для покупок, сумка для мамы, дождевик. Большой выбор цветов.</p>";"24-50.jpg, 24-51.jpg, 24-52.jpg, 24-53.jpg, 24-54.jpg";;;;
"С переводом";"Духовой шкаф Gorenje BO87KR";1300.00;2;gorenje-bo87kr-oven;1;;;;;421740678;10;"Духовой шкаф Gorenje BO87KR";;;"<p>Независимый встраиваемый духовой шкаф шириной 60 см и объемом 64 литра. Электронный сенсорный программный модуль с температурным зондом. Светодиодная подсветка MoodLite с выбором 7 цветов.</p>";"<p>Независимый встраиваемый духовой шкаф шириной 60 см и объемом 64 литра. Электронный сенсорный программный модуль с температурным зондом. Светодиодная подсветка MoodLite с выбором 7 цветов. Часы. Будильник. 8 программ, установленные производителем по типу продукта. Возможность создания 3 собственных программ. Звуковой сигнал. Сплошное застекление дверцы духовки. Откидные верхние нагреватели. Блокировка от детей. Температурный сенсор. Защитное отключение.</p>";"15-28.jpg, 15-29.jpg";;;;
"Пять уровней вложенности/Второй уровень вложенности/Третий уровень вложенности/Четвёртый уровень вложенности/Пятый уровень вложенности";"Миксер Vitesse VS-240";108.55;2;mikser-vitesse-vs-240;1;0;;;;848117307;10;"Миксер Vitesse VS-240";;;"<p>Основное</p><p>Тип: Ручной</p><p>Мощность (Вт): 300</p><p>Число скоростей: 3</p>";"<p>Основное</p><p>Тип: Ручной</p><p>Мощность (Вт): 300</p><p>Число скоростей: 3</p><p>Возможности использования</p><p>Турборежим: Нет</p><p>Импульсный режим: Да</p><p>Вращение чаши: Нет</p><p>Насадки</p><p>Количество насадок: 2</p><p>Универсальный измельчитель: Нет</p><p>Венчик для взбивания: Да</p><p>Насадка для приготовления пюре: Нет</p><p>Крюки для замешивания теста: Да</p><p>Насадка-блендер: Нет</p><p>Конструкция</p><p>Материал корпуса: Пластик</p><p>Приспособление для хранения насадок: Нет</p><p>Кнопка отсоединения насадок: Да</p><p>Прорезиненная ручка: Нет</p><p>Защитная крышка на чашу: Нет</p><p>Приспособление для намотки шнура: Да</p>";14-27.jpg;;;;
Телефония;"Радиотелефон DECT Siemens Gigaset SL785";658.45;2;radiotelefon-dect-siemens-gigaset-sl785;1;0;Siemens;;;654249275;10;"Радиотелефон DECT Siemens Gigaset SL785";;;"<p>Стильный и удобный телефон в металлическом корпусе.</p>";"<p>Стильный и удобный телефон в металлическом корпусе. Встроенный автоответчик с записью на 45 минут. Гарнитура с Bluetooh® и дуплексный режим hands-free. Большой цветной TFT-дисплей с инновационным интерфейсом. Технология ECO Mode Plus с режимом нулевой передачи. Адресная книга на 500 записей. Возможность обмена данными из адресной книги через Bluetooth® с мобильными телефонами. Индикация номера. Синхронизация с компьютером через Bluethooth®/USB. Возможна регистрация до 6 трубок.</p>";111-204.jpg;;;;
Телефония;"Микросотовый телефон DECT Panasonic KX-TCA275";433.55;2;mikrosotovyj-telefon-dect-panasonic-kx-tca275;1;0;Panasonic;;;161269464;10;"Микросотовый телефон DECT Panasonic KX-TCA275";;;"<p>Микросотовый телефон DECT позволяет сотрудникам перемещаться по всей территории офиса, не прекращая разговора, и обеспечивают при этом полную функциональность стационарного системного телефона.</p>";"<p>Микросотовый телефон DECT позволяет сотрудникам перемещаться по всей территории офиса, не прекращая разговора, и обеспечивают при этом полную функциональность стационарного системного телефона. Каждый микросотовый телефон DECT может быть зарегистрирован на нескольких АТС, что позволяет использовать один и тот же номер в разных офисах. Когда Вы находитесь в другом офисе, трубка автоматически регистрируется в местной DECT сети, и Вы можете принимать звонки на свой обычный внутренний номер. Цветной графический ЖК-дисплей с подсветкой и с поддержкой кириллицы. Работа с АТС Panasonic серий KX-TDA/TDE/NCP. Поддержка CTI приложений (доступность данной функции зависит от версии KX-TDA0141/0158). Поддержка функций АТС. Разъём для подключения гарнитуры. Полифонический звонок (10 мелодий). Клавиатура с подсветкой и символами кириллицы. Спикерфон. Программируемые кнопоки. Виброзвонок. Режим на совещание. Записная книжка на 200 записей. Размер: 123х45х23 мм. Вес: 115 г.</p>";"110-202.jpg, 110-203.jpg";;;;
Телефония;"Bluetooth stereo гарнитура беспроводная Jabra BT650 Halo";255.45;2;bluetooth-stereo-garnitura-besprovodnaya-jabra-bt650-halo;1;0;Jabra;;;1952512044;9;"Bluetooth stereo гарнитура беспроводная Jabra BT650 Halo";;;"<p>Основные параметры Тип крепления наушников: оголовье Вес (гр): 80</p>";"<p>Основные параметры Тип крепления наушников: оголовье Вес (гр): 80 Способ питания: собственный аккумулятор Дальность действия (макс.): 10 м Время работы в режиме ожидания до (ч): 8 Время работы в режиме разговора до (м): 480 Способ зарядки аккумулятора: от внешнего USB-порта, Сетевое зарядное устройство 220В Время зарядки: 120 мин Передача данных: Bluetooth Версия Bluetooth протокола: 2.0 Поддерживаемые профили Bluetooth: A2DP, AVRCP, EDR, Handsfree, Headset Поддержка Bluetooth стерео: ДаФункциональность Функция Multipoint: Да Функции гарнитуры: автоматическая подстройка громкости, ответ/окончание разговора, повтор последнего номера, шумоподавление, эхоподавление Индикатор разряда аккумулятора: Да Световой индикатор вызова: ДаКомплектация - Гарнитура Bluetooth стерео Jabra BT650 Halo - Чехол - Кабель USB - 3.5 мм кабель - Краткое руководство пользователя - Зарядное устройство</p>";109-201.jpg;;;;
Телефония;"Радиостанция JJ-Connect HE-400";258.05;2;radiostantsiya-jj-connect-he-400;1;0;Connect;;;1133137578;10;"Радиостанция JJ-Connect HE-400";;;"<p>Радиостанция обеспечивает надежную связь на расстоянии до 12 км.</p>";"<p>Радиостанция обеспечивает надежную связь на расстоянии до 12 км. Работает на частотах 433.075 - 434.775. Яркий и информативный дисплей с подсветкой, отображает всю необходимую информацию, предусмотрен также тональный вызов, индикатор заряда батарей и регулировка громкости. В качестве дополнительной полезной функции имеется встроенный электронный компас, что пригодится в походе, в лесу, на охоте или рыбалке. Цвет - черно-серебристый.</p>";"108-198.jpg, 108-199.jpg, 108-200.jpg";;;;
Телефония;"Автомобильная громкая связь Nokia CK-300";463.45;2;avtomobilnaya-gromkaya-svyaz-nokia-ck-300;1;0;Nokia;;;187406722;10;"Автомобильная громкая связь Nokia CK-300";;;"<p>Беспроводной автомобильный комплект для совершения вызовов и прослушивания музыки.</p>";"<p>Беспроводной автомобильный комплект для совершения вызовов и прослушивания музыки. Встроенная функция DSP. Индикатор питания на внешнем устройстве ввода. Активация голосовых команд (требует поддержки телефоном). Переадресация вызова с телефона на автомобильный комплект. Повтор последнего набранного номера. Отключение микрофона. Воспроизведение МР3-файлов из памяти мобильного устройства или совместимого музыкального плеера. Подключение к автомагнитоле для лучшего качества звука (требуется магнитола с разъемом AUX и адаптер кабеля).</p>";"107-196.jpg, 107-197.jpg";;;;
Телефония;"Мобильный телефон Porsche Design P'9521";4257.50;2;mobilnyj-telefon-porsche-design-p9521;1;0;"Porsche Design";;;1748485771;10;"Мобильный телефон Porsche Design P'9521";;;"<p>Корпус изготовлен из алюминия. Верхнюю крышку можно поворачивать в разные стороны.</p>";"<p>Корпус изготовлен из алюминия. Верхнюю крышку можно поворачивать в разные стороны. Сеть: GSM / EDGE (850 / 900 / 1800 / 1900 МГц). Камера: 3.2 мегапикселя, автофокус, вспышка. Дисплей: AMOLED, 2.2 дюйма, 320 х 240 точек. USB 1.1. Bluetooth 1.2, A2DP, AVRCP. Считыватель отпечатков пальцев.</p>";"106-190.jpg, 106-191.jpg, 106-192.jpg, 106-195.jpg, 106-193.jpg";;;;
Телефония;"VoIP-телефон Linksys SPA962";788.45;2;voip-telefon-linksys-spa962;1;0;Linksys;;;749469005;10;"VoIP-телефон Linksys SPA962";;;"<p>VoIP-телефон обладает широким набором функциональных возможностей, как телефонных, так и сетевых.</p>";"<p>VoIP-телефон обладает широким набором функциональных возможностей, как телефонных, так и сетевых. Стильный дизайн и высокая функциональность аппарата делают его использование чрезвычайно эффективным в гибкой среде IP-телефонии, IP УАТС или крупных IP call-центрах. Комплектация аппарата включает в себя: поддержку 6 активных каналов, dual switched Ethernet ports, поддержку 802.3 c питанием от свитча (PoE -Power of the Ethernet, это означает, что телефон питается от сети Ethernet), цветной дисплей с высоким разрешением, динамик, и 2.5 мм разъем для гарнитуры. Каждый канал телефонного аппарата может быть настроен на работу либо с несколькими различными номерами, либо с одним, но многоканальным номером.</p>";105-189.jpg;;;;
"Большая/Строительные инструменты";"Перфоратор AEG PN 11 E";2458.95;2;perforator-aeg-pn-11-e;1;0;;;;956699971;10;"Перфоратор AEG PN 11 E";;;"<p>Эффективен при работе массивной оснасткой. Бурение отверстий большого диаметра на большую глубину доступно только машинам этого класса.</p>";"<p>Эффективен при работе массивной оснасткой. Бурение отверстий большого диаметра на большую глубину доступно только машинам этого класса. Высокая энергия удара позволяет без труда и быстро разрушать конструкции из бетона. Анти вибрационная система AVS. Прорезиненная накладка Softgrip на рукоятках. Сила удара 27.0 Дж. Комплектуется кейсом.</p>";104-188.jpg;;;;
"Большая/Строительные инструменты";"Высечные ножницы Bosch GNA 16 (SDS) Professional";628.55;2;vysechnye-nozhnitsy-bosch-gna-16-sds-professional;1;0;Bosch;;;153646461;10;"Высечные ножницы Bosch GNA 16 (SDS) Professional";;;"<p>Изящная, узкая конструкция для оптимального удобства в обращении.</p>";"<p>Изящная, узкая конструкция для оптимального удобства в обращении. Используется для внутренних вырезов. Свободная работа по разметке и шаблону. Фиксируемая матрица для прямых прорезов, замена пуансона и матрицы без инструмента (система SDS). Легкосменные режущие инструменты.</p>";103-187.jpg;;;;
"Большая/Строительные инструменты";"Краскораспылитель Bosch PFS 105 E";476.45;2;kraskoraspylitel-bosch-pfs-105-e;1;0;Bosch;;;1861550232;10;"Краскораспылитель Bosch PFS 105 E";;;"<p>Системы тонкого распыления с электронной регулировкой расхода воздуха для обработки больших объектов.</p>";"<p>Системы тонкого распыления с электронной регулировкой расхода воздуха для обработки больших объектов. Потребляемая мощность 350 Вт. Система плавной регулировки расхода краски. Сопло для распыления краски с 3 положениями. Рукоятка с мягкой накладкой. Длина шланга: 3.4 м.</p>";102-186.jpg;;;;
"Большая/Строительные инструменты";"Оптический нивелир Bosch GOL 20 D Professional";617.50;2;opticheskij-nivelir-bosch-gol-20-d-professional;1;0;Bosch;;;1331499396;10;"Оптический нивелир Bosch GOL 20 D Professional";;;"<p>Оптический нивелир с точность нивелирования 3 мм на 30 м. Рабочий диапазон: до 60 м.</p>";"<p>Оптический нивелир с точность нивелирования 3 мм на 30 м. Рабочий диапазон: до 60 м. Оптимально подходит для использования вне помещений благодаря прочному корпусу с защитой от пыли и брызг IP 54. Светосильный объектив для чёткого захвата цели. Пентапризма для удобства считывания показаний сферического уровня. Коллиматор для грубого выравнивания. Вертикальное изображение. Большая кнопка фокусировки для простого выравнивания.Бесконечный микрометренный привод (измерение в гонах) с проскальзывающей муфтой.</p>";"101-182.jpg, 101-183.jpg, 101-184.jpg, 101-185.jpg";;;;
"Большая/Строительные инструменты";"Детектор проводки Bosch PDO Multi";266.50;2;detektor-provodki-bosch-pdo-multi;1;0;Bosch;;;2127895796;10;"Детектор проводки Bosch PDO Multi";;;"<p>Цифровой детектор для обнаружения и локализации проводки, металлов (включая цветные) и деревянных внутренних конструкций. Функция «Zoom».</p>";"<p>Цифровой детектор для обнаружения и локализации проводки, металлов (включая цветные) и деревянных внутренних конструкций. Функция «Zoom». Дисплей с высоким разрешением. Однозначное запрещение/разрешение сверления с помощью светодиодного индикатора. Автоматическая калибровка.</p>";100-181.jpg;;;;
"Большая/Мебель и интерьер";"Лампы АРО Голден S";326.95;2;lampy-aro-golden-s;1;0;;;;2101817514;10;"Лампы АРО Голден S";;;"<p>Лампы АРО Голден S. Отличное решение для создания непринужденной и уютной обстановки в Вашем доме.</p>";"<p>Лампы АРО Голден S. Отличное решение для создания непринужденной и уютной обстановки в Вашем доме. Размеры: Большой лампы (L): Высота - 143 см; Диаметр - 29 см Средней лампы (M): Высота - 115 см; Диаметр - 29 см Маленькой лампы (S): Высота - 83 см; Диаметр - 26 см Страна-производитель: Индонезия</p>";99-180.jpg;;;;
"Большая/Мебель и интерьер";"Гладильная доска Metalnova Domino Plus";290.55;2;gladilnaya-doska-metalnova-domino-plus;1;0;;;;72850442;10;"Гладильная доска Metalnova Domino Plus";;;"<p>Компактная, устойчивая гладильная доска с регулировкой высоты гладильной платформы до восьми положений.</p>";"<p>Компактная, устойчивая гладильная доска с регулировкой высоты гладильной платформы до восьми положений. Имеет твердую гладильную платформу из огнеупорного материала, на которую одевается влагоустойчивый и жаропрочный чехол. Ножки выполнены из хромированного металла. Рабочая поверхность: 114x36 см. Подставка для утюга. Вес:7 кг.</p>";98-179.jpg;;;;
"Пять уровней вложенности/Второй уровень вложенности/Третий уровень вложенности/Четвёртый уровень вложенности/Пятый уровень вложенности";"Аппарат для пончиков Daewoo DI 8102";76.05;2;apparat-dlya-ponchikov-daewoo-di-8102;1;0;;;;2084407699;10;"Аппарат для пончиков Daewoo DI 8102";;;"<p>Аппарат предназначен для приготовления пончиков традиционной (кольцеобразной) формы.</p>";"<p>Аппарат предназначен для приготовления пончиков традиционной (кольцеобразной) формы. Индикатор включения и готовности. Антипригарное покрытие. Регулировка температуры.</p>";93-164.jpg;;;;
"Пять уровней вложенности/Второй уровень вложенности/Третий уровень вложенности/Четвёртый уровень вложенности/Пятый уровень вложенности";"Блинница Ariete Baby 181";130.00;2;blinnitsa-ariete-baby-181;1;0;;;;1301139965;10;"Блинница Ariete Baby 181";;;"<p>Мощность 900 Вт. Индикатор температуры. Контейнер для теста. Готовым блинчикам можно придать форму Микки Мауса специальной формочкой.</p>";"<p>Мощность 900 Вт. Индикатор температуры. Контейнер для теста. Готовым блинчикам можно придать форму Микки Мауса специальной формочкой.</p>";"92-162.jpg, 92-163.jpg";;;;
